X,Y,objectid,meterid,csment_dbo_parkingmeters_area,subarea,zone,config_name,latitude,longitude,shape
-118.464167222636,34.0309648411083,1360,NE2928,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.03096,-118.464155,
-118.46412522279,34.030997841023,1361,NE2930,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.030993,-118.464113,
-118.464122222523,34.0309998413451,1362,NE2932,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.030995,-118.46411,
-118.464083222094,34.0310328414345,1363,NE2934,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031028,-118.464071,
-118.464065222065,34.0310488407648,1364,NE2936,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031044,-118.464053,
-118.464062221795,34.0310508410856,1365,NE2938,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031046,-118.46405,
-118.464021222795,34.0310868410347,1366,NE2940,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031082,-118.464009,
-118.464019221978,34.0310888411192,1367,NE2942,INDUSTRIAL,2900 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031084,-118.464007,
-118.463757222446,34.0312928412498,1368,NE3000,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031288,-118.463745,
-118.463718222185,34.0313208413016,1369,NE3002,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031316,-118.463706,
-118.463715221896,34.0313228416137,1370,NE3004,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031318,-118.463703,
-118.463675222775,34.0313558408988,1371,NE3006,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031351,-118.463663,
-118.463673221943,34.0313578409776,1372,NE3008,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031353,-118.463661,
-118.463634221754,34.0313868417067,1373,NE3010,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031382,-118.463622,
-118.463631222538,34.0313888411111,1374,NE3012,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031384,-118.463619,
-118.463499222434,34.0315118414381,1375,NE3014,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 1 hr 7a-6p MON-SAT,34.031507,-118.463487,
-118.46346222224,34.0315418414489,1376,NE3016,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 1 hr 7a-6p MON-SAT,34.031537,-118.46345,
-118.463458222471,34.0315438410837,1377,NE3018,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 1 hr 7a-6p MON-SAT,34.031539,-118.463446,
-118.463431221918,34.031570841153,1378,NE3020,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 1 hr 7a-6p MON-SAT,34.031566,-118.463419,
-118.463428221735,34.0315738412609,1379,NE3022,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 1 hr 7a-6p MON-SAT,34.031569,-118.463416,
-118.46338322256,34.0316128413326,1380,NE3024,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031608,-118.463371,
-118.463381221836,34.0316158412094,1381,NE3026,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031611,-118.463369,
-118.463340222375,34.0316438415993,1382,NE3028,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031639,-118.463328,
-118.463337222187,34.031646841705,1383,NE3030,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031642,-118.463325,
-118.463298222229,34.0316798415378,1384,NE3032,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031675,-118.463286,
-118.463295222038,34.0316828416424,1385,NE3034,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031678,-118.463283,
-118.463257222714,34.0317168410317,1386,NE3036,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031712,-118.463245,
-118.4632542224,34.0317188413323,1387,NE3038,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031714,-118.463242,
-118.463215222136,34.0317498415326,1388,NE3040,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031745,-118.463203,
-118.463211222471,34.0317528409622,1389,NE3042,INDUSTRIAL,3000 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.031748,-118.463199,
-118.46283922256,34.0320428411828,1390,NE3100,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032038,-118.462827,
-118.46283622234,34.0320458412762,1391,NE3102,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032041,-118.462824,
-118.462798222319,34.0320768411127,1392,NE3104,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032072,-118.462786,
-118.462795222096,34.032079841205,1393,NE3106,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032075,-118.462783,
-118.462756222692,34.0321118410564,1394,NE3108,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032107,-118.462744,
-118.462753222466,34.0321148411476,1395,NE3110,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.03211,-118.462741,
-118.462712221927,34.0321468414425,1396,NE3112,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032142,-118.4627,
-118.462709221698,34.0321498415327,1397,NE3114,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 10 hr 7a-6p MON-SAT,34.032145,-118.462697,
-118.462381221669,34.0324158413974,1398,NE3116,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 2 hr 7a-6p MON-SAT,34.032411,-118.462369,
-118.462378222611,34.0324198412782,1399,NE3118,INDUSTRIAL,3100 NEBRASKA AV,Citywide Zone,$1.25/hr 2 hr 7a-6p MON-SAT,34.032415,-118.462366,
-118.484212224146,34.0165768380549,1400,OLY1000,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016572,-118.4842,
-118.484298224808,34.0168918386527,1401,OLY1001,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.016887,-118.484286,
-118.484147224526,34.0166188380918,1402,OLY1002,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016614,-118.484135,
-118.484255224765,34.0169258386014,1403,OLY1003,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.016921,-118.484243,
-118.484090224939,34.0166648385818,1404,OLY1004,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.01666,-118.484078,
-118.484205224348,34.0169688387026,1405,OLY1005,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.016964,-118.484193,
-118.484024224555,34.0167178386011,1406,OLY1006,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016713,-118.484012,
-118.484155224191,34.0170068388628,1407,OLY1007,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017002,-118.484143,
-118.483968224833,34.0167628388266,1408,OLY1008,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016758,-118.483956,
-118.484100224346,34.017050838942,1409,OLY1009,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017046,-118.484088,
-118.483922224372,34.0168018388849,1410,OLY1010,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016797,-118.48391,
-118.483932224838,34.0171898388619,1411,OLY1011,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017185,-118.48392,
-118.483874224211,34.0168408388276,1412,OLY1012,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016836,-118.483862,
-118.483878224396,34.017231838832,1413,OLY1013,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017227,-118.483866,
-118.483647224989,34.0170198388897,1414,OLY1014,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.017015,-118.483635,
-118.483827224307,34.0172748382755,1415,OLY1015,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.01727,-118.483815,
-118.483608224305,34.0170548386138,1416,OLY1016,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.01705,-118.483596,
-118.48377522451,34.0173168382942,1417,OLY1017,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017312,-118.483763,
-118.483724224304,34.0173568382838,1418,OLY1019,INDUSTRIAL,1001 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017352,-118.483712,
-118.483900224574,34.0169598383374,1419,OLY1020,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016955,-118.483888,
-118.483951224086,34.0169188384722,1420,OLY1022,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016914,-118.483939,
-118.48400522429,34.0168768384704,1421,OLY1024,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016872,-118.483993,
-118.484055224414,34.0168358389621,1422,OLY1026,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016831,-118.484043,
-118.484106224113,34.0167928385219,1423,OLY1028,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016788,-118.484094,
-118.484163224894,34.0167498383316,1424,OLY1030,INDUSTRIAL,1000 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT - No PBP,34.016745,-118.484151,
-118.482898224248,34.0176338382989,1425,OLY1100,INDUSTRIAL,1100 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.017629,-118.482886,
-118.483258224092,34.0177348382574,1426,OLY1101,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.01773,-118.483246,
-118.482744224152,34.0177558388871,1427,OLY1102,INDUSTRIAL,1100 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.017751,-118.482732,
-118.483206224087,34.0177778387358,1428,OLY1103,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017773,-118.483194,
-118.482691224196,34.0178008391424,1429,OLY1104,INDUSTRIAL,1100 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.017796,-118.482679,
-118.483156224796,34.0178178389854,1430,OLY1105,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017813,-118.483144,
-118.482636224494,34.0178458383544,1431,OLY1106,INDUSTRIAL,1100 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.017841,-118.482624,
-118.482987224697,34.0179558390806,1432,OLY1107,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017951,-118.482975,
-118.482584224832,34.0178878387586,1433,OLY1108,INDUSTRIAL,1100 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.017883,-118.482572,
-118.482939224904,34.0179898387291,1434,OLY1109,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.017985,-118.482927,
-118.482541224669,34.0179218389958,1435,OLY1110,INDUSTRIAL,1100 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.017917,-118.482529,
-118.482892224345,34.0180298385916,1436,OLY1111,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018025,-118.48288,
-118.482842224011,34.0180738388303,1437,OLY1113,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018069,-118.48283,
-118.482790223952,34.0181148386202,1438,OLY1115,INDUSTRIAL,1101 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.01811,-118.482778,
-118.482190224526,34.0182148389279,1439,OLY1200,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.01821,-118.482178,
-118.482411224731,34.0184228391444,1440,OLY1201,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018418,-118.482399,
-118.482133224211,34.0182618391974,1441,OLY1202,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018257,-118.482121,
-118.482369223876,34.0184578387362,1442,OLY1203,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018453,-118.482357,
-118.482084224551,34.0182988392039,1443,OLY1204,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018294,-118.482072,
-118.482318224087,34.0184998386359,1444,OLY1205,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018495,-118.482306,
-118.482029224639,34.0183388391213,1445,OLY1206,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018334,-118.482017,
-118.482265224548,34.0185418383895,1446,OLY1207,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018537,-118.482253,
-118.481980224149,34.0183768388921,1447,OLY1208,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018372,-118.481968,
-118.482212224263,34.0185818385156,1448,OLY1209,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018577,-118.4822,
-118.481931224307,34.018416839149,1449,OLY1210,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018412,-118.481919,
-118.482047224419,34.0187218389466,1450,OLY1211,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018717,-118.482035,
-118.481805224063,34.0185148387429,1451,OLY1212,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.01851,-118.481793,
-118.481985224268,34.0187668387694,1452,OLY1213,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018762,-118.481973,
-118.481752224203,34.0185598385836,1453,OLY1214,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018555,-118.48174,
-118.481934224098,34.0188088385076,1454,OLY1215,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018804,-118.481922,
-118.481707224288,34.0185988392099,1455,OLY1216,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018594,-118.481695,
-118.481881223834,34.0188498391927,1456,OLY1217,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018845,-118.481869,
-118.48165322399,34.0186408390809,1457,OLY1218,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.018636,-118.481641,
-118.481825224147,34.0188898384999,1458,OLY1219,INDUSTRIAL,1201 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.018885,-118.481813,
-118.481603223722,34.0186848388037,1459,OLY1220,INDUSTRIAL,1200 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.01868,-118.481591,
-118.481231224038,34.0189748391641,1460,OLY1300,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.01897,-118.481219,
-118.48146422383,34.0191878391823,1461,OLY1301,INDUSTRIAL,1301 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019183,-118.481452,
-118.481180223703,34.019017839288,1462,OLY1302,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019013,-118.481168,
-118.48142022465,34.0192228392003,1463,OLY1303,INDUSTRIAL,1301 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019218,-118.481408,
-118.481131224104,34.0190608386283,1464,OLY1304,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019056,-118.481119,
-118.481369224665,34.0192638388944,1465,OLY1305,INDUSTRIAL,1301 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019259,-118.481357,
-118.481080224415,34.0191028389036,1466,OLY1306,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019098,-118.481068,
-118.481317224164,34.0193078392623,1467,OLY1307,INDUSTRIAL,1301 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019303,-118.481305,
-118.481027224211,34.0191458388188,1468,OLY1308,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019141,-118.481015,
-118.481265224761,34.0193488392911,1469,OLY1309,INDUSTRIAL,1301 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019344,-118.481253,
-118.48098722438,34.0191778386569,1470,OLY1310,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019173,-118.480975,
-118.481116224314,34.0194738389072,1471,OLY1311,INDUSTRIAL,1301 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019469,-118.481104,
-118.480854224251,34.0192848390346,1472,OLY1312,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.01928,-118.480842,
-118.48080922461,34.0193238393235,1473,OLY1314,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019319,-118.480797,
-118.480767223809,34.0193558389444,1474,OLY1316,INDUSTRIAL,1300 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2 hr 9a-6p MON-SAT,34.019351,-118.480755,
-118.480273223793,34.0197578394748,1475,OLY1400,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 40 min 9a-6p MON-SAT,34.019753,-118.480261,
-118.480374224422,34.0200728390966,1476,OLY1401,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020068,-118.480362,
-118.480222224218,34.0198028387961,1477,OLY1402,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019798,-118.48021,
-118.480321223999,34.0201148388976,1478,OLY1403,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.02011,-118.480309,
-118.48017122362,34.0198448386893,1479,OLY1404,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 40 min 9a-6p MON-SAT,34.01984,-118.480159,
-118.48027022402,34.0201558390268,1480,OLY1405,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020151,-118.480258,
-118.480123223985,34.0198828391308,1481,OLY1406,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.019878,-118.480111,
-118.479957224499,34.0204118390683,1482,OLY1407,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020407,-118.479945,
-118.480071224609,34.0199268389549,1483,OLY1408,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 40 min 9a-6p MON-SAT,34.019922,-118.480059,
-118.479907224578,34.0204528395749,1484,OLY1409,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020448,-118.479895,
-118.479908223784,34.0200468387388,1485,OLY1410,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020042,-118.479896,
-118.479851223719,34.0204988394926,1486,OLY1411,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020494,-118.479839,
-118.479871223884,34.020080839409,1487,OLY1412,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020076,-118.479859,
-118.479806224164,34.0205348390934,1488,OLY1413,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.02053,-118.479794,
-118.479761224468,34.0201728393408,1489,OLY1414,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020168,-118.479749,
-118.479750223961,34.0205798391579,1490,OLY1415,INDUSTRIAL,1401 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020575,-118.479738,
-118.479706224385,34.0202128390971,1491,OLY1416,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020208,-118.479694,
-118.479666224048,34.020249839318,1492,OLY1418,INDUSTRIAL,1400 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020245,-118.479654,
-118.479350224487,34.02050283947,1493,OLY1500,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020498,-118.479338,
-118.47970222403,34.020618839236,1494,OLY1501,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020614,-118.47969,
-118.479302223955,34.0205438389977,1495,OLY1502,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020539,-118.47929,
-118.47962322374,34.0206838392587,1496,OLY1503,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020679,-118.479611,
-118.479258223474,34.0205798389341,1497,OLY1504,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020575,-118.479246,
-118.479574223906,34.0207248392593,1498,OLY1505,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.02072,-118.479562,
-118.479206223672,34.0206218387785,1499,OLY1506,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020617,-118.479194,
-118.479522223857,34.0207658394379,1500,OLY1507,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020761,-118.47951,
-118.479152224073,34.0206638393257,1501,OLY1508,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 9 hr 9a-6p MON-SAT,34.020659,-118.47914,
-118.479468223864,34.0208098388342,1502,OLY1509,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020805,-118.479456,
-118.478945223779,34.0208328396341,1503,OLY1510,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2hr 9a-6p MON-SAT VLT TUE-SAT 6PM-11PM,34.020828,-118.478933,
-118.47941622371,34.0208508389673,1504,OLY1511,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020846,-118.479404,
-118.478892223553,34.0208758395091,1505,OLY1512,INDUSTRIAL,1500 OLYMPIC BLVD,Citywide Zone,$1.25/hr 2hr 9a-6p MON-SAT VLT TUE-SAT 6PM-11PM,34.020871,-118.47888,
-118.479364223819,34.0208928388803,1506,OLY1513,INDUSTRIAL,1501 OLYMPIC BLVD,Citywide Zone,$1.25/hr 3 hr 9a-6p MON-SAT,34.020888,-118.479352,
